"Country","Sex","Age","Year","l5","LT_ID3","LT_ID2","at_risk","AgeInt","dx","qx","atRisk","n_events","events","haz","S_t","S_t_new","seS_t","seS","LT_ID","protein.kcal","abp.kcal","pbp.kcal","fat.kcal","carb.kcal","GDP","age_sex"
"ALB","Males",5,1969,0.89326,"ALB_1969_1_5","ALB_1969_1",172,5,0.0053200000000001,0.0059557127823927,172000,1024.38259857154,1024.38259857154,0.0059557127823927,0.88794,0.89326,0.00149536056332651,0.00149536056332651,"ALB_1969",275.88,73.08,202.76,437.94,1669.18,3080,"5_1"
"ALB","Males",5,1979,0.91126,"ALB_1979_1_5","ALB_1979_1",185,5,0.00415999999999994,0.00456510765313954,185000,844.544915830816,844.544915830816,0.00456510765313954,0.9071,0.91126,0.00132406538148655,0.00132406538148655,"ALB_1979",303.16,85.6,217.56,550.08,1734.76,3716,"5_1"
"ALB","Males",5,1989,0.93833,"ALB_1989_1_5","ALB_1989_1",182,5,0.00432999999999995,0.00461458122408955,182000,839.853782784298,839.853782784298,0.00461458122408955,0.934,0.93833,0.00106946938427875,0.00106946938427875,"ALB_1989",308.08,87.84,220.24,550.8,1685.12,3948,"5_1"
"ALB","Males",5,2011,0.97841,"ALB_2011_1_5","ALB_2011_1",96,5,0.00122,0.0012469210249282,96000,119.704418393107,119.704418393107,0.0012469210249282,0.97719,0.97841,0.000983361429102434,0.000983361429102434,"ALB_2011",433.26,224.54,208.72,934.065,1747.675,9484,"5_1"
"ARE","Males",5,1998,0.98098,"ARE_1998_1_5","ARE_1998_1",115,5,0.00284999999999991,0.00290525800729873,115000,334.104670839354,334.104670839354,0.00290525800729873,0.97813,0.98098,0.000747220416877296,0.000747220416877296,"ARE_1998",429.04,203.2,225.84,888.39,1992.57,39668,"5_1"
"ARG","Males",5,1961,0.92373,"ARG_1961_1_5","ARG_1961_1",1088,5,0.00459000000000009,0.00496898444350632,1088000,5406.25507453488,5406.25507453488,0.00496898444350632,0.91914,0.92373,0.000510423638507865,0.000510423638507865,"ARG_1961",422.88,261.36,161.56,843.48,1651.64,9344,"5_1"
"ARG","Males",5,1970,0.93217,"ARG_1970_1_5","ARG_1970_1",1186,5,0.00351000000000001,0.00376540759732668,1186000,4465.77341042944,4465.77341042944,0.00376540759732668,0.92866,0.93217,0.000457333040957952,0.000457333040957952,"ARG_1970",423.44,269.68,153.8,999.18,1690.38,11639,"5_1"
"ARG","Males",5,1980,0.955615,"ARG_1980_1_5","ARG_1980_1",1444,5,0.00206500000000009,0.00216091208279495,1444000,3120.35704755591,3120.35704755591,0.00216091208279495,0.95355,0.955615,0.000339227800974664,0.000339227800974664,"ARG_1980",425.88,289.68,136.24,1050.66,1540.46,13080,"5_1"
"ARG","Males",5,1990,0.96697,"ARG_1990_1_5","ARG_1990_1",1682,5,0.00197999999999998,0.00204763332885196,1682000,3444.119259129,3444.119259129,0.00204763332885196,0.96499,0.96697,0.000285287376195465,0.000285287376195465,"ARG_1990",367.28,234.68,132.6,896.58,1515.14,10254,"5_1"
"ARG","Males",5,1991,0.96834,"ARG_1991_1_5","ARG_1991_1",1685,5,0.00180000000000002,0.00185885122993992,1685000,3132.16432244877,3132.16432244877,0.00185885122993992,0.96654,0.96834,0.000277541889313536,0.000277541889313536,"ARG_1991",380.36,241.72,138.64,942.93,1544.71,11224,"5_1"
"ARG","Males",5,2000,0.9773,"ARG_2000_1_5","ARG_2000_1",1816,5,0.00173000000000001,0.00177018315767933,1816000,3214.65261434566,3214.65261434566,0.00177018315767933,0.97557,0.9773,0.000237194990627821,0.000237194990627821,"ARG_2000",419.16,270.92,148.24,1048.41,1682.43,14369,"5_1"
"ARG","Males",5,2009,0.98418,"ARG_2009_1_5","ARG_2009_1",1785,5,0.00131000000000003,0.00133105732691178,1785000,2375.93732853752,2375.93732853752,0.00133105732691178,0.98287,0.98418,0.000195329520345586,0.000195329520345586,"ARG_2009",393.48,253.32,140.16,998.37,1634.15,17329,"5_1"
"ARG","Males",5,2010,0.98131,"ARG_2010_1_5","ARG_2010_1",1783,5,0.00146999999999997,0.00149799757467056,1783000,2670.92967563762,2670.92967563762,0.00149799757467056,0.97984,0.98131,0.000212489292533305,0.000212489292533305,"ARG_2010",400.08,251.16,148.94,974.295,1684.125,18980,"5_1"
"AUS","Males",5,1961,0.97315,"AUS_1961_1_5","AUS_1961_1",536,5,0.00252999999999992,0.00259980475774538,536000,1393.49535015153,1393.49535015153,0.00259980475774538,0.97062,0.97315,0.000443203654158568,0.000443203654158568,"AUS_1961",419.56,271.8,147.76,1001.97,1544.47,13793,"5_1"
"AUS","Males",5,1963,0.97425,"AUS_1963_1_5","AUS_1963_1",553,5,0.00241999999999998,0.00248396202206823,553000,1373.63099820373,1373.63099820373,0.00248396202206823,0.97183,0.97425,0.000436530520310402,0.000436530520310402,"AUS_1963",436.32,282.52,153.8,1009.17,1592.51,14983,"5_1"
"AUS","Males",5,1964,0.97482,"AUS_1964_1_5","AUS_1964_1",565,5,0.00258999999999998,0.00265690076116614,565000,1501.14893005887,1501.14893005887,0.00265690076116614,0.97223,0.97482,0.000432547189808232,0.000432547189808232,"AUS_1964",441.04,290.04,151,995.13,1573.83,15699,"5_1"
"AUS","Males",5,1965,0.97535,"AUS_1965_1_5","AUS_1965_1",581,5,0.00209000000000004,0.00214282052596508,581000,1244.97872558571,1244.97872558571,0.00214282052596508,0.97326,0.97535,0.00043161980163828,0.00043161980163828,"AUS_1965",431.24,285.12,146.12,992.34,1534.42,16182,"5_1"
"AUS","Males",5,1966,0.97481,"AUS_1966_1_5","AUS_1966_1",597,5,0.00222999999999995,0.00228762528082391,597000,1365.71229265187,1365.71229265187,0.00228762528082391,0.97258,0.97481,0.000436456200977666,0.000436456200977666,"AUS_1966",444.32,284.8,159.52,992.79,1594.89,16324,"5_1"
"AUS","Males",5,1971,0.97661,"AUS_1971_1_5","AUS_1971_1",635,5,0.00224000000000002,0.00229364843694005,635000,1456.46675745693,1456.46675745693,0.00229364843694005,0.97437,0.97661,0.000393254994015245,0.000393254994015245,"AUS_1971",435.44,285.44,150,1030.59,1557.97,19590,"5_1"
"AUS","Males",5,1976,0.98185,"AUS_1976_1_5","AUS_1976_1",656,5,0.00180999999999998,0.00184345877679888,656000,1209.30895758006,1209.30895758006,0.00184345877679888,0.98004,0.98185,0.000366416527982371,0.000366416527982371,"AUS_1976",450.88,314.44,136.4,1007.28,1475.84,21613,"5_1"
"AUS","Males",5,1979,0.98488,"AUS_1979_1_5","AUS_1979_1",674,5,0.00151000000000001,0.00153318170741614,674000,1033.36447079848,1033.36447079848,0.00153318170741614,0.98337,0.98488,0.000340378549420827,0.000340378549420827,"AUS_1979",420.92,284.68,136.24,997.2,1406.88,22826,"5_1"
"AUS","Males",5,1981,0.98588,"AUS_1981_1_5","AUS_1981_1",649,5,0.00163000000000002,0.00165334523471418,649000,1073.02105732951,1073.02105732951,0.00165334523471418,0.98425,0.98588,0.000321944975424673,0.000321944975424673,"AUS_1981",414.36,276.12,138.24,1016.46,1452.18,23368,"5_1"
"AUS","Males",5,1982,0.9857,"AUS_1982_1_5","AUS_1982_1",633,5,0.00175999999999998,0.00178553312366844,633000,1130.24246728212,1130.24246728212,0.00178553312366844,0.98394,0.9857,0.000320462249025982,0.000320462249025982,"AUS_1982",427.2,284.52,142.64,1046.79,1444.01,22972,"5_1"
"AUS","Males",5,1983,0.98712,"AUS_1983_1_5","AUS_1983_1",620,5,0.00148999999999999,0.00150944160790987,620000,935.85379690412,935.85379690412,0.00150944160790987,0.98563,0.98712,0.000301750213897804,0.000301750213897804,"AUS_1983",415.68,277.12,138.56,1022.31,1415.01,22697,"5_1"
"AUS","Males",5,1984,0.9873,"AUS_1984_1_5","AUS_1984_1",608,5,0.00108999999999992,0.00110402106755791,608000,671.244809075209,671.244809075209,0.00110402106755791,0.98621,0.9873,0.000300085511775622,0.000300085511775622,"AUS_1984",426.88,274.84,152.04,1017.72,1462.4,24009,"5_1"
"AUS","Males",5,1988,0.98845,"AUS_1988_1_5","AUS_1988_1",626,5,0.00113000000000008,0.00114320400627252,626000,715.645707926599,715.645707926599,0.00114320400627252,0.98732,0.98845,0.000285457994046691,0.000285457994046691,"AUS_1988",432.64,281.36,151.28,1106.82,1417.54,26702,"5_1"
"AUS","Males",5,1989,0.98935,"AUS_1989_1_5","AUS_1989_1",637,5,0.0010699999999999,0.00108151816849437,637000,688.927073330913,688.927073330913,0.00108151816849437,0.98828,0.98935,0.000271002569550491,0.000271002569550491,"AUS_1989",431.24,285.64,145.6,1137.15,1408.61,27407,"5_1"
"AUS","Males",5,1990,0.98888,"AUS_1990_1_5","AUS_1990_1",646,5,0.00115999999999994,0.0011730442520831,646000,757.786586845684,757.786586845684,0.0011730442520831,0.98772,0.98888,0.000272428338197632,0.000272428338197632,"AUS_1990",440,289.32,150.64,1157.67,1424.33,27373,"5_1"
"AUS","Males",5,1991,0.99038,"AUS_1991_1_5","AUS_1991_1",652,5,0.000960000000000072,0.000969324905591866,652000,631.999838445896,631.999838445896,0.000969324905591866,0.98942,0.99038,0.000253296761411269,0.000253296761411269,"AUS_1991",425.56,282.8,142.72,1153.71,1390.73,26861,"5_1"
"AUS","Males",5,1992,0.99058,"AUS_1992_1_5","AUS_1992_1",654,5,0.000970000000000026,0.000979224292838566,654000,640.412687516422,640.412687516422,0.000979224292838566,0.98961,0.99058,0.000249704772759919,0.000249704772759919,"AUS_1992",417.04,283.56,133.48,1185.57,1373.39,27560,"5_1"
"AUS","Males",5,1993,0.99134,"AUS_1993_1_5","AUS_1993_1",655,5,0.000889999999999946,0.000897774729154424,655000,588.042447596148,588.042447596148,0.000897774729154424,0.99045,0.99134,0.000236581849189473,0.000236581849189473,"AUS_1993",412.04,281,131.04,1164.24,1322.72,28622,"5_1"
"AUS","Males",5,1994,0.99139,"AUS_1994_1_5","AUS_1994_1",657,5,0.000889999999999946,0.000897729450569349,657000,589.808249024062,589.808249024062,0.000897729450569349,0.9905,0.99139,0.000238157858660105,0.000238157858660105,"AUS_1994",421.84,284.08,137.76,1147.95,1342.21,29844,"5_1"
"AUS","Males",5,1995,0.99224,"AUS_1995_1_5","AUS_1995_1",660,5,0.000850000000000017,0.000856647585261648,660000,565.387406272688,565.387406272688,0.000856647585261648,0.99139,0.99224,0.000226082984171147,0.000226082984171147,"AUS_1995",431.04,276.56,154.48,1128.51,1401.45,30690,"5_1"
"AUS","Males",5,1996,0.99244,"AUS_1996_1_5","AUS_1996_1",667,5,0.000809999999999977,0.00081617024706781,667000,544.385554794229,544.385554794229,0.00081617024706781,0.99163,0.99244,0.000223773948629867,0.000223773948629867,"AUS_1996",422.76,275.76,147,1124.37,1390.87,31740,"5_1"
"AUS","Males",5,1997,0.99257,"AUS_1997_1_5","AUS_1997_1",673,5,0.000759999999999983,0.000765689069788512,673000,515.308743967668,515.308743967668,0.000765689069788512,0.99181,0.99257,0.000221911137776455,0.000221911137776455,"AUS_1997",415.96,269.68,146.28,1143.63,1400.41,32858,"5_1"
"AUS","Males",5,1998,0.99262,"AUS_1998_1_5","AUS_1998_1",678,5,0.000719999999999943,0.000725353105921645,678000,491.789405814875,491.789405814875,0.000725353105921645,0.9919,0.99262,0.000222627524841267,0.000222627524841267,"AUS_1998",405.36,270.12,135.24,1123.47,1348.17,34337,"5_1"
"AUS","Males",5,1999,0.99277,"AUS_1999_1_5","AUS_1999_1",684,5,0.000730000000000008,0.000735316337117367,684000,502.956374588279,502.956374588279,0.000735316337117367,0.99204,0.99277,0.000222212831044828,0.000222212831044828,"AUS_1999",405.12,272.76,132.36,1174.32,1297.56,35551,"5_1"
"AUS","Males",5,2000,0.9928,"AUS_2000_1_5","AUS_2000_1",687,5,0.000700000000000034,0.000705076551168447,687000,484.387590652723,484.387590652723,0.000705076551168447,0.9921,0.9928,0.000222398241313274,0.000222398241313274,"AUS_2000",405.2,271.48,133.72,1170.09,1272.71,36603,"5_1"
"AUS","Males",5,2001,0.99317,"AUS_2001_1_5","AUS_2001_1",688,5,0.000669999999999948,0.000674607569701006,688000,464.130007954292,464.130007954292,0.000674607569701006,0.9925,0.99317,0.000216502928598934,0.000216502928598934,"AUS_2001",403.12,270.64,132.48,1208.34,1293.54,37276,"5_1"
"AUS","Males",5,2002,0.99328,"AUS_2002_1_5","AUS_2002_1",686,5,0.000660000000000105,0.000664465206185673,686000,455.823131443371,455.823131443371,0.000664465206185673,0.99262,0.99328,0.00021493175397013,0.00021493175397013,"AUS_2002",419.24,273,146.24,1180.53,1337.23,38567,"5_1"
"AUS","Males",5,2003,0.99351,"AUS_2003_1_5","AUS_2003_1",684,5,0.000650000000000039,0.000654246056909381,684000,447.504302926017,447.504302926017,0.000654246056909381,0.99286,0.99351,0.000210890193335461,0.000210890193335461,"AUS_2003",438.56,280.4,158.16,1178.91,1346.53,39524,"5_1"
"AUS","Males",5,2004,0.99348,"AUS_2004_1_5","AUS_2004_1",679,5,0.000640000000000085,0.000644200185207639,679000,437.411925755987,437.411925755987,0.000644200185207639,0.99284,0.99348,0.0002107159724085,0.0002107159724085,"AUS_2004",406,263.6,142.4,1206.09,1295.91,40888,"5_1"
"AUS","Males",5,2005,0.99355,"AUS_2005_1_5","AUS_2005_1",677,5,0.000580000000000025,0.00058376528609534,677000,395.209098686545,395.209098686545,0.00058376528609534,0.99297,0.99355,0.000208240023998582,0.000208240023998582,"AUS_2005",419.64,280.32,139.32,1235.34,1304.02,41904,"5_1"
"AUS","Males",5,2006,0.99376,"AUS_2006_1_5","AUS_2006_1",679,5,0.000539999999999985,0.000543390758331976,679000,368.962324907412,368.962324907412,0.000543390758331976,0.99322,0.99376,0.000201302325119673,0.000201302325119673,"AUS_2006",418.4,280.56,137.84,1290.78,1307.82,42651,"5_1"
"AUS","Males",5,2007,0.99398,"AUS_2007_1_5","AUS_2007_1",680,5,0.000499999999999945,0.000503028229944209,680000,342.059196362062,342.059196362062,0.000503028229944209,0.99348,0.99398,0.000193353154755328,0.000193353154755328,"AUS_2007",433.32,292.92,140.4,1295.37,1332.31,44034,"5_1"
"AUS","Males",5,2008,0.99417,"AUS_2008_1_5","AUS_2008_1",684,5,0.000519999999999965,0.000523049377872964,684000,357.765774465108,357.765774465108,0.000523049377872964,0.99365,0.99417,0.000186745611979346,0.000186745611979346,"AUS_2008",425.8,276.92,148.88,1269,1373.2,44422,"5_1"
"AUS","Males",5,2009,0.99411,"AUS_2009_1_5","AUS_2009_1",689,5,0.000520000000000076,0.00052308094677659,689000,360.402772329071,360.402772329071,0.00052308094677659,0.99359,0.99411,0.000187143731781746,0.000187143731781746,"AUS_2009",413.32,272.2,141.12,1292.58,1363.1,44687,"5_1"
"AUS","Males",5,2010,0.99417,"AUS_2010_1_5","AUS_2010_1",699,5,0.00051000000000001,0.000512990735990837,699000,358.580524457595,358.580524457595,0.000512990735990837,0.99366,0.99417,0.00018601667547555,0.00018601667547555,"AUS_2010",429.32,287.62,141.72,1337.265,1411.415,45400,"5_1"
"AUS","Males",5,2011,0.99436,"AUS_2011_1_5","AUS_2011_1",712,5,0.00051000000000001,0.000512892714912115,712000,365.179613017426,365.179613017426,0.000512892714912115,0.99385,0.99436,0.000182428672883773,0.000182428672883773,"AUS_2011",433.08,295.4,137.68,1367.145,1383.275,46132,"5_1"
"AUS","Males",5,2012,0.995,"AUS_2012_1_5","AUS_2012_1",730,5,0.000480000000000036,0.000482412060301544,730000,352.160804020127,352.160804020127,0.000482412060301544,0.99452,0.995,0.000169991102668566,0.000169991102668566,"AUS_2012",429.22,290.18,139.06,1389.6,1390.18,46999,"5_1"
"AUS","Males",5,2013,0.99536,"AUS_2013_1_5","AUS_2013_1",750,5,0.000480000000000036,0.00048223758238229,750000,361.678186786717,361.678186786717,0.00048223758238229,0.99488,0.99536,0.000161661072394487,0.000161661072394487,"AUS_2013",431.36,291.04,140.34,1365.795,1417.345,47250,"5_1"
"AUS","Males",5,2014,0.99568,"AUS_2014_1_5","AUS_2014_1",770,5,0.00046999999999997,0.000472039209384512,770000,363.470191226074,363.470191226074,0.000472039209384512,0.99521,0.99568,0.000155940556820185,0.000155940556820185,"AUS_2014",431.32,292.96,138.36,1423.8,1406.88,47867,"5_1"
"AUS","Males",5,2015,0.99573,"AUS_2015_1_5","AUS_2015_1",787,5,0.00044999999999995,0.000451929739989707,787000,355.668705371899,355.668705371899,0.000451929739989707,0.99528,0.99573,0.000154930151618233,0.000154930151618233,"AUS_2015",432.92,296,136.88,1435.32,1386.76,48357,"5_1"
"AUS","Males",5,2016,0.99589,"AUS_2016_1_5","AUS_2016_1",803,5,0.000420000000000087,0.000421733323961569,803000,338.65185914114,338.65185914114,0.000421733323961569,0.99547,0.99589,0.000150903027914138,0.000150903027914138,"AUS_2016",435.88,298.4,137.52,1446.21,1400.91,48845,"5_1"
"AUS","Males",5,2017,0.99584,"AUS_2017_1_5","AUS_2017_1",813,5,0.000379999999999936,0.000381587403598907,813000,310.230559125912,310.230559125912,0.000381587403598907,0.99546,0.99584,0.000153071146827757,0.000153071146827757,"AUS_2017",426.96,287.32,139.64,1430.82,1403.22,49266,"5_1"
"AUS","Males",5,2018,0.99574,"AUS_2018_1_5","AUS_2018_1",822,5,0.000369999999999981,0.000371582943338604,822000,305.441179424332,305.441179424332,0.000371582943338604,0.99537,0.99574,0.000156890776456408,0.000156890776456408,"AUS_2018",431.16,290.24,140.96,1445.04,1379.8,49831,"5_1"
"AUT","Males",5,1961,0.957275,"AUT_1961_1_5","AUT_1961_1",251,5,0.00266500000000014,0.00278394400773042,251000,698.769945940336,698.769945940336,0.00278394400773042,0.95461,0.957275,0.000763839537343545,0.000763839537343545,"AUT_1961",355.08,194.68,160.4,1005.66,1643.26,10882,"5_1"
"AUT","Males",5,1962,0.958815,"AUT_1962_1_5","AUT_1962_1",261,5,0.00256000000000001,0.00266996240150603,261000,696.860186793074,696.860186793074,0.00266996240150603,0.956255,0.958815,0.000745217391306153,0.000745217391306153,"AUT_1962",358.88,202.16,156.72,1031.49,1619.63,11078,"5_1"
"AUT","Males",5,1963,0.95944,"AUT_1963_1_5","AUT_1963_1",270,5,0.00278,0.00289752355540733,270000,782.331359959978,782.331359959978,0.00289752355540733,0.95666,0.95944,0.000726145237507119,0.000726145237507119,"AUT_1963",361.44,201.36,160.08,1070.91,1607.65,11454,"5_1"
"AUT","Males",5,1964,0.96172,"AUT_1964_1_5","AUT_1964_1",280,5,0.00285999999999997,0.00297383853928376,280000,832.674790999452,832.674790999452,0.00297383853928376,0.95886,0.96172,0.000708385269559041,0.000708385269559041,"AUT_1964",364.72,206.16,158.56,1093.77,1596.51,12062,"5_1"
"AUT","Males",5,1965,0.96379,"AUT_1965_1_5","AUT_1965_1",291,5,0.00273000000000001,0.00283256726050282,291000,824.27707280632,824.27707280632,0.00283256726050282,0.96106,0.96379,0.000690964613865948,0.000690964613865948,"AUT_1965",358.76,202.24,156.52,1086.57,1563.67,12328,"5_1"
"AUT","Males",5,1966,0.96351,"AUT_1966_1_5","AUT_1966_1",301,5,0.00303999999999993,0.0031551307199717,301000,949.694346711481,949.694346711481,0.0031551307199717,0.96047,0.96351,0.000711689984875567,0.000711689984875567,"AUT_1966",356.24,200.8,155.44,1088.82,1570.94,12930,"5_1"
"AUT","Males",5,1967,0.96526,"AUT_1967_1_5","AUT_1967_1",310,5,0.00305,0.00315977042454882,310000,979.528831610135,979.528831610135,0.00315977042454882,0.96221,0.96526,0.000694065304223387,0.000694065304223387,"AUT_1967",355.88,204.8,151.12,1088.91,1525.21,13225,"5_1"
"AUT","Males",5,1968,0.96707,"AUT_1968_1_5","AUT_1968_1",318,5,0.00295000000000001,0.00305045136339666,318000,970.043533560138,970.043533560138,0.00305045136339666,0.96412,0.96707,0.000673955004545586,0.000673955004545586,"AUT_1968",359.16,207.56,151.64,1097.55,1545.29,13742,"5_1"
"AUT","Males",5,1969,0.96622,"AUT_1969_1_5","AUT_1969_1",325,5,0.00305,0.00315663099501149,325000,1025.90507337873,1025.90507337873,0.00315663099501148,0.96317,0.96622,0.000693408606720433,0.000693408606720433,"AUT_1969",356.92,207.76,149.16,1101.87,1473.21,14555,"5_1"
"AUT","Males",5,1970,0.96656,"AUT_1970_1_5","AUT_1970_1",329,5,0.00314999999999999,0.00325898030127461,329000,1072.20451911935,1072.20451911935,0.00325898030127461,0.96341,0.96656,0.000714772506226557,0.000714772506226557,"AUT_1970",357.48,209.08,148.4,1122.21,1507.31,15537,"5_1"
"AUT","Males",5,1971,0.966355,"AUT_1971_1_5","AUT_1971_1",329,5,0.00273499999999993,0.00283022284771117,329000,931.143316896976,931.143316896976,0.00283022284771117,0.96362,0.966355,0.000736259516472801,0.000736259516472801,"AUT_1971",360.2,213.72,146.48,1144.71,1486.09,16259,"5_1"
"AUT","Males",5,1972,0.96797,"AUT_1972_1_5","AUT_1972_1",328,5,0.00253999999999999,0.00262404826595864,328000,860.687831234435,860.687831234435,0.00262404826595864,0.96543,0.96797,0.00073234150481699,0.00073234150481699,"AUT_1972",362.6,218.24,144.36,1162.26,1438.14,17169,"5_1"
"AUT","Males",5,1973,0.9688,"AUT_1973_1_5","AUT_1973_1",326,5,0.00268999999999997,0.00277663088356727,326000,905.18166804293,905.18166804293,0.00277663088356727,0.96611,0.9688,0.000735132940669371,0.000735132940669371,"AUT_1973",364.28,220.32,143.96,1191.06,1498.66,17908,"5_1"
"AUT","Males",5,1974,0.96897,"AUT_1974_1_5","AUT_1974_1",321,5,0.00224000000000002,0.00231173307739148,321000,742.066317842664,742.066317842664,0.00231173307739148,0.96673,0.96897,0.000747086628304481,0.000747086628304481,"AUT_1974",357.6,221.52,136.08,1153.98,1452.42,18583,"5_1"
"AUT","Males",5,1975,0.97303,"AUT_1975_1_5","AUT_1975_1",314,5,0.00236999999999998,0.0024356905748024,314000,764.806840487955,764.806840487955,0.0024356905748024,0.97066,0.97303,0.000704191423385753,0.000704191423385753,"AUT_1975",362.2,223.6,138.6,1157.58,1383.22,18564,"5_1"
"AUT","Males",5,1976,0.97648,"AUT_1976_1_5","AUT_1976_1",303,5,0.00192000000000003,0.00196624610847128,303000,595.772570866797,595.772570866797,0.00196624610847128,0.97456,0.97648,0.000670389745587627,0.000670389745587627,"AUT_1976",369.8,234.36,135.44,1230.75,1402.45,19448,"5_1"
"AUT","Males",5,1977,0.97824,"AUT_1977_1_5","AUT_1977_1",292,5,0.00183999999999995,0.0018809290153745,292000,549.231272489355,549.231272489355,0.0018809290153745,0.9764,0.97824,0.000660199321050547,0.000660199321050547,"AUT_1977",364.68,231.64,133.04,1221.12,1367.2,20350,"5_1"
"AUT","Males",5,1978,0.97953,"AUT_1978_1_5","AUT_1978_1",278,5,0.00170000000000003,0.00173552622175945,278000,482.476289649127,482.476289649127,0.00173552622175945,0.97783,0.97953,0.000642948937856838,0.000642948937856838,"AUT_1978",372.56,238.84,133.72,1239.03,1364.41,20293,"5_1"
"AUT","Males",5,1979,0.98109,"AUT_1979_1_5","AUT_1979_1",264,5,0.00184000000000006,0.00187546504398176,264000,495.122771611184,495.122771611184,0.00187546504398176,0.97925,0.98109,0.00062241087304937,0.00062241087304937,"AUT_1979",379.04,243.24,135.84,1279.26,1383.7,21436,"5_1"
"AUT","Males",5,1980,0.98098,"AUT_1980_1_5","AUT_1980_1",254,5,0.00205,0.00208974698770617,254000,530.795734877367,530.795734877367,0.00208974698770617,0.97893,0.98098,0.000614774979980003,0.000614774979980003,"AUT_1980",379.8,244.92,134.88,1327.68,1404.52,21932,"5_1"
"AUT","Males",5,1981,0.9823,"AUT_1981_1_5","AUT_1981_1",243,5,0.00154499999999991,0.00157283925481005,243000,382.199938918841,382.199938918841,0.00157283925481005,0.980755,0.9823,0.000577568248901105,0.000577568248901105,"AUT_1981",387.92,252.52,135.4,1346.4,1367.68,21866,"5_1"
"AUT","Males",5,1982,0.98241,"AUT_1982_1_5","AUT_1982_1",234,5,0.00146000000000002,0.00148614122413251,234000,347.757046447007,347.757046447007,0.00148614122413251,0.98095,0.98241,0.000572578117561685,0.000572578117561685,"AUT_1982",383.28,247.2,136.08,1369.44,1392.28,22254,"5_1"
"AUT","Males",5,1983,0.98439,"AUT_1983_1_5","AUT_1983_1",226,5,0.00144999999999995,0.00147299342740169,226000,332.896514592782,332.896514592782,0.00147299342740169,0.98294,0.98439,0.000548280123665928,0.000548280123665928,"AUT_1983",383.4,251.92,131.48,1366.29,1355.31,22944,"5_1"
"AUT","Males",5,1984,0.98501,"AUT_1984_1_5","AUT_1984_1",221,5,0.00157000000000007,0.00159389244779248,221000,352.250230962138,352.250230962138,0.00159389244779248,0.98344,0.98501,0.000544133319387435,0.000544133319387435,"AUT_1984",383.92,249.92,134,1364.49,1364.59,23016,"5_1"
"AUT","Males",5,1985,0.9845,"AUT_1985_1_5","AUT_1985_1",219,5,0.00103000000000009,0.00104621635347901,219000,229.121381411903,229.121381411903,0.00104621635347901,0.98347,0.9845,0.000550856345064925,0.000550856345064925,"AUT_1985",384.24,251.2,133.04,1389.15,1344.61,23514,"5_1"
"AUT","Males",5,1986,0.98611,"AUT_1986_1_5","AUT_1986_1",221,5,0.00130000000000008,0.00131831134457624,221000,291.34680715135,291.34680715135,0.00131831134457624,0.98481,0.98611,0.000525291859615467,0.000525291859615467,"AUT_1986",390.96,255.6,135.36,1394.19,1368.85,24039,"5_1"
"AUT","Males",5,1987,0.9876,"AUT_1987_1_5","AUT_1987_1",226,5,0.00118000000000007,0.00119481571486439,226000,270.028351559352,270.028351559352,0.00119481571486439,0.98642,0.9876,0.000504587307693638,0.000504587307693638,"AUT_1987",394.92,256.96,137.96,1390.41,1366.67,24409,"5_1"
"AUT","Males",5,1988,0.9896,"AUT_1988_1_5","AUT_1988_1",230,5,0.00118000000000007,0.001192400970089,230000,274.252223120469,274.252223120469,0.001192400970089,0.98842,0.9896,0.000453676647864041,0.000453676647864041,"AUT_1988",391.64,255.6,136.04,1356.57,1379.79,25112,"5_1"
"AUT","Males",5,1989,0.98889,"AUT_1989_1_5","AUT_1989_1",234,5,0.00151000000000001,0.00152696457644431,234000,357.309710887968,357.309710887968,0.00152696457644431,0.98738,0.98889,0.00046612865976724,0.00046612865976724,"AUT_1989",402.48,260.6,141.88,1400.76,1401.76,26078,"5_1"
"AUT","Males",5,1990,0.98964,"AUT_1990_1_5","AUT_1990_1",237,5,0.00100999999999996,0.0010205731377066,237000,241.875833636463,241.875833636463,0.0010205731377066,0.98863,0.98964,0.000443566163405368,0.000443566163405368,"AUT_1990",409.84,263.08,146.8,1406.16,1428,26930,"5_1"
"AUT","Males",5,1991,0.989895,"AUT_1991_1_5","AUT_1991_1",238,5,0.00104499999999996,0.00105566752029252,238000,251.248869829619,251.248869829619,0.00105566752029252,0.98885,0.989895,0.000436242943997556,0.000436242943997556,"AUT_1991",412.6,266.6,146,1433.07,1435.33,27690,"5_1"
"AUT","Males",5,1992,0.99001,"AUT_1992_1_5","AUT_1992_1",237,5,0.000749999999999917,0.00075756810537259,237000,179.543640973304,179.543640973304,0.00075756810537259,0.98926,0.99001,0.000427635109381179,0.000427635109381179,"AUT_1992",415.8,273.6,142.24,1452.78,1421.42,28072,"5_1"
"AUT","Males",5,1993,0.99137,"AUT_1993_1_5","AUT_1993_1",238,5,0.00102000000000002,0.00102887922773538,238000,244.87325620102,244.87325620102,0.00102887922773538,0.99035,0.99137,0.000398942850496888,0.000398942850496888,"AUT_1993",410.08,268,142.08,1434.15,1413.77,28101,"5_1"
"AUT","Males",5,1994,0.99154,"AUT_1994_1_5","AUT_1994_1",238,5,0.000939999999999941,0.00094802025132616,238000,225.628819815626,225.628819815626,0.00094802025132616,0.9906,0.99154,0.000392235294036188,0.000392235294036188,"AUT_1994",419.52,281.56,137.96,1428.39,1457.09,28781,"5_1"
